age,workclass,education_level,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,event_time,random_flag,source_system,event_time_std
39.0,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>80K,21/08/24,nan,web,
55.0,Private,nan,6.00,Married-civ-spouse,Craft-repair,Husband,nan,Male,0.0,0.0,40.0,United-States,>80K,01-21-2024,Y,app,
25.0,Private,Assoc-voc,11.00,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,36.0,Canada,<=80K,19/10/24,N,crm,
60.0,Private,Under Graduate,7,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,02/12/23,N,app,
25.0,Private,Under Graduate,7,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,12/01/24,nan,web,
39.0,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,<=80K,02-25-2025,nan,crm,
52.0,Private,Some-college,nan,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,0.0,40.0,nan,<=80K,22/09/24,N,app,
25.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,,Outlying-US(Guam-USVI-etc),<=80K,09/01/25,nan,app,
61.0,Unknown,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,45.0,United-States,>80K,01-16-2026,N,crm,
60.0,Private,Under Graduate,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,nan,<=80K,08-27-2024,Y,batch,
56.0,Private,Under Graduate,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,31/03/25,nan,crm,
47.0,Private,Under Graduate,4,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,35.0,United-States,<=80K,21/11/24,nan,app,
28.0,Unknown,Under Graduate,8,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,nan,27/06/24,Y,crm,
43.0,Private,Under Graduate,6,Married-civ-spouse,Adm-clerical,Husband,nan,Male,0.0,,40.0,United-States,<=80K,03/07/26,N,batch,
48.0,Private,Under Graduate,6,nan,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,<=80K,27/11/23,Y,crm,
41.0,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,,United-States,>80K,11-29-2023,Y,crm,
27.0,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,21/01/25,Y,web,
34.0,Private,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,>80K,nan,N,app,
50.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,Black,nan,0.0,0.0,40.0,nan,nan,08-22-2025,nan,web,
25.0,State-gov,HS-grad,9.00,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,03/10/26,nan,batch,
41.0,Private,nan,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688.0,0.0,40.0,United-States,>80K,10-14-2023,nan,crm,
67.0,State-gov,Some-college,10,Married-civ-spouse,nan,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,09/09/24,nan,crm,
32.0,Local-gov,Under Graduate,4,Married-civ-spouse,Other-service,Husband,White,nan,0.0,0.0,40.0,United-States,<=80K,03/05/24,nan,app,
25.0,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0.0,,45.0,United-States,<=80K,19/12/23,nan,batch,
55.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,nan,01/06/24,N,web,
18.0,Unknown,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,34095.0,0.0,3.0,United-States,<=80K,01/02/26,nan,batch,
,State-gov,Bachelors,13.00,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,31/10/24,Y,crm,
57.0,Private,Under Graduate,3,nan,Transport-moving,Unmarried,White,Male,6497.0,0.0,40.0,United-States,<=80K,12-13-2024,nan,web,
37.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,22/01/24,nan,crm,
39.0,Private,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,38.0,United-States,nan,01/05/24,nan,app,
27.0,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,nan,nan,0.0,0.0,40.0,United-States,<=80K,06/02/24,N,web,
65.0,Unknown,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0.0,,38.0,United-States,<=80K,11/06/24,N,app,
30.0,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,<=80K,12/12/23,N,batch,
,Private,Under Graduate,5,nan,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,11/12/23,Y,batch,
47.0,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,nan,Male,15024.0,0.0,50.0,United-States,>80K,01/04/26,nan,crm,
,Private,Assoc-acdm,12.00,Never-married,Other-service,Own-child,White,Male,0.0,0.0,60.0,United-States,<=80K,15/10/25,nan,web,
55.0,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,60.0,United-States,>80K,15/09/25,Y,app,
44.0,Private,Under Graduate,7,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,60.0,United-States,<=80K,23/09/25,N,crm,
30.0,Private,nan,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Laos,<=80K,19/06/24,N,web,
42.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,nan,Male,0.0,0.0,50.0,United-States,<=80K,13/01/25,nan,crm,
25.0,State-gov,Some-college,10,Divorced,Protective-serv,Other-relative,White,Male,0.0,0.0,45.0,United-States,<=80K,18/01/26,N,batch,
49.0,Private,Bachelors,13,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,,United-States,>80K,06/11/23,N,web,
47.0,Private,Under Graduate,4,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=80K,12-15-2023,Y,crm,
41.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,nan,3137.0,0.0,40.0,United-States,<=80K,27/05/24,nan,app,
28.0,Private,Assoc-acdm,nan,Never-married,nan,Own-child,White,Male,,,40.0,France,<=80K,31/07/25,nan,app,
40.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,07/10/25,Y,app,
66.0,State-gov,Under Graduate,6,Divorced,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=80K,04-13-2024,N,web,
21.0,Private,Under Graduate,4,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,48.0,nan,<=80K,23/04/25,Y,app,
59.0,Private,Under Graduate,5,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,23/06/25,nan,batch,
35.0,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,07/08/23,N,batch,
45.0,Private,Under Graduate,5.00,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5178.0,0.0,40.0,United-States,>80K,08-13-2024,nan,crm,
33.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,nan,Male,0.0,0.0,40.0,Jamaica,<=80K,29/07/25,Y,app,
48.0,Private,HS-grad,nan,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=80K,09/03/26,N,app,
33.0,Local-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,04-29-2026,N,batch,
35.0,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,,United-States,<=80K,16/10/24,N,batch,
45.0,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,8.0,United-States,<=80K,06/08/25,N,batch,
64.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,nan,nan,0.0,0.0,40.0,United-States,<=80K,04/08/24,Y,app,
62.0,Self-emp-not-inc,Some-college,10,nan,Exec-managerial,Husband,nan,Male,0.0,0.0,10.0,United-States,<=80K,07/12/24,N,app,
32.0,Private,HS-grad,9,Married-civ-spouse,nan,nan,White,Male,0.0,0.0,60.0,United-States,>80K,nan,N,web,
,State-gov,Doctorate,16,Never-married,nan,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=80K,17/12/24,nan,batch,
27.0,Unknown,Assoc-acdm,12,nan,Transport-moving,Not-in-family,Black,Male,0.0,,40.0,United-States,<=80K,nan,Y,batch,
20.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,12/04/24,nan,batch,
29.0,Private,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=80K,06/09/24,nan,batch,
56.0,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,30.0,Canada,<=80K,14/08/25,N,crm,
59.0,Private,Under Graduate,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,21/09/23,nan,crm,
26.0,Private,Under Graduate,8,nan,Craft-repair,Other-relative,Other,Male,0.0,0.0,48.0,Guatemala,<=80K,18/07/25,N,crm,
,Private,nan,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,08/09/25,nan,app,
,Private,Under Graduate,5.00,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=80K,27/03/24,nan,batch,
60.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,15.0,Germany,>80K,nan,N,web,
48.0,Private,HS-grad,9,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,,United-States,<=80K,nan,N,crm,
27.0,Self-emp-not-inc,Under Graduate,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,<=80K,09/02/25,nan,app,
45.0,Federal-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,3908.0,0.0,40.0,United-States,<=80K,09-20-2025,Y,app,
,Private,Under Graduate,2,Widowed,Other-service,Unmarried,nan,Female,0.0,0.0,30.0,Mexico,<=80K,03/03/25,nan,batch,
79.0,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=80K,20/09/25,Y,crm,
23.0,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0.0,,40.0,United-States,<=80K,10/06/24,Y,web,
31.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1579.0,,El-Salvador,<=80K,02/11/25,Y,crm,
23.0,Private,Under Graduate,4,Never-married,Farming-fishing,Unmarried,Other,Male,0.0,0.0,36.0,Mexico,<=80K,02-13-2024,N,batch,
33.0,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,10/09/24,nan,batch,
30.0,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,45.0,United-States,>80K,08-24-2023,Y,web,
36.0,Private,Under Graduate,8,Never-married,Exec-managerial,Not-in-family,White,Male,4650.0,0.0,50.0,United-States,<=80K,nan,nan,batch,
28.0,Private,Bachelors,nan,Never-married,Sales,Not-in-family,White,nan,8614.0,0.0,40.0,United-States,>80K,13/01/24,N,app,
51.0,Private,Assoc-acdm,12.00,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,55.0,Germany,<=80K,12/03/26,N,batch,
65.0,Self-emp-inc,Some-college,10,Married-civ-spouse,nan,Husband,nan,Male,0.0,0.0,,United-States,>80K,01/06/25,nan,crm,
47.0,Private,Under Graduate,nan,Married-civ-spouse,Craft-repair,Husband,Black,nan,0.0,0.0,60.0,United-States,>80K,01-21-2024,nan,app,
76.0,Private,Under Graduate,6,Widowed,Sales,Unmarried,nan,Female,0.0,0.0,,nan,<=80K,01/03/24,nan,web,
54.0,Private,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,0.0,0.0,60.0,United-States,<=80K,21/05/25,nan,batch,
32.0,Federal-gov,nan,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,nan,nan,batch,
31.0,Federal-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,nan,Male,0.0,0.0,,United-States,>80K,05/05/25,N,crm,
65.0,Unknown,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,1668.0,40.0,United-States,<=80K,17/05/24,Y,web,
40.0,Federal-gov,Masters,14,nan,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,1902.0,40.0,Philippines,>80K,09/01/24,nan,app,
30.0,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,24/01/26,N,app,
36.0,Self-emp-not-inc,Bachelors,13.00,Never-married,Craft-repair,Own-child,White,Male,,0.0,,nan,<=80K,30/05/24,N,web,
22.0,Private,nan,10,Never-married,Sales,Not-in-family,White,nan,0.0,0.0,20.0,United-States,<=80K,14/02/25,N,web,
39.0,Self-emp-not-inc,Bachelors,13.00,nan,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=80K,09-30-2023,N,web,
30.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,nan,White,Male,0.0,1848.0,,United-States,>80K,25/03/24,N,app,
37.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=80K,11/07/24,nan,app,
41.0,Federal-gov,nan,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,nan,08/10/24,N,crm,
36.0,Unknown,HS-grad,9,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=80K,04/04/26,nan,batch,
59.0,Local-gov,Bachelors,13.00,Never-married,nan,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=80K,15/10/23,nan,web,
29.0,Private,Under Graduate,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,18/12/23,nan,web,
51.0,Federal-gov,Doctorate,16,Never-married,nan,Not-in-family,White,Female,0.0,1564.0,70.0,United-States,>80K,12/08/23,N,web,
42.0,Local-gov,Under Graduate,7,Divorced,Sales,nan,White,Male,7430.0,0.0,50.0,Puerto-Rico,>80K,nan,N,app,
33.0,Private,Some-college,10,Never-married,Tech-support,Own-child,nan,Male,0.0,0.0,20.0,United-States,<=80K,23/03/24,Y,batch,
40.0,Unknown,nan,13,Divorced,Sales,nan,White,Male,0.0,1564.0,60.0,United-States,nan,08/07/24,Y,app,
56.0,Private,Assoc-acdm,nan,Divorced,Adm-clerical,Unmarried,White,Female,4101.0,0.0,40.0,United-States,<=80K,05/07/25,Y,crm,
42.0,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,<=80K,10-18-2025,nan,web,
52.0,Private,Under Graduate,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=80K,12-14-2024,Y,batch,
81.0,Private,Some-college,10,Divorced,nan,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=80K,nan,N,batch,
24.0,Private,Assoc-voc,11,nan,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,01-30-2026,N,app,
68.0,Federal-gov,Some-college,nan,Divorced,Adm-clerical,Other-relative,nan,nan,2346.0,0.0,40.0,United-States,<=80K,06/11/24,Y,crm,
45.0,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,nan,06-15-2024,Y,batch,
47.0,Self-emp-not-inc,nan,nan,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,03/04/25,Y,web,
75.0,Private,nan,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,24.0,United-States,<=80K,03-30-2024,N,app,
18.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,09-21-2024,Y,crm,
18.0,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Other-relative,nan,Male,0.0,0.0,40.0,United-States,<=80K,28/01/25,nan,crm,
32.0,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,nan,Male,0.0,,45.0,United-States,>80K,04/07/25,N,batch,
33.0,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=80K,01/03/25,nan,web,
50.0,Private,Some-college,nan,Married-civ-spouse,Adm-clerical,Wife,nan,Female,0.0,,38.0,United-States,>80K,26/09/23,nan,app,
37.0,Private,Under Graduate,7,Never-married,Transport-moving,nan,White,Male,0.0,0.0,60.0,United-States,>80K,11-19-2025,N,crm,
29.0,Private,Under Graduate,nan,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,,United-States,<=80K,02-25-2024,N,batch,
33.0,Federal-gov,Assoc-acdm,12.00,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=80K,01/06/24,nan,crm,
51.0,Self-emp-not-inc,Some-college,10,nan,Farming-fishing,Husband,White,Male,0.0,0.0,75.0,United-States,<=80K,07/12/23,N,web,
37.0,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,50.0,United-States,>80K,07/03/25,nan,crm,
43.0,Unknown,nan,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,36.0,Portugal,>80K,24/03/26,N,web,
42.0,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,nan,05-28-2024,N,batch,
34.0,Local-gov,Under Graduate,5,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,14/11/23,Y,batch,
32.0,Private,Some-college,10,Divorced,Craft-repair,nan,White,Male,0.0,0.0,40.0,United-States,>80K,28/02/26,N,batch,
46.0,Federal-gov,Under Graduate,7,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,11-19-2023,nan,batch,
18.0,Private,Under Graduate,8,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,,United-States,<=80K,02/03/26,N,web,
41.0,Private,Assoc-voc,11.00,Married-civ-spouse,nan,Husband,nan,Male,0.0,0.0,40.0,United-States,>80K,19/08/24,Y,web,
38.0,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,44.0,United-States,<=80K,08-30-2024,N,crm,
63.0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,nan,25/03/24,Y,app,
45.0,Self-emp-inc,nan,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>80K,12-20-2024,nan,crm,
49.0,Private,Some-college,10.00,Married-civ-spouse,Adm-clerical,Husband,White,nan,0.0,1902.0,,United-States,>80K,24/11/25,N,crm,
65.0,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,8.0,United-States,<=80K,13/02/24,nan,crm,
41.0,Private,Bachelors,13,Widowed,nan,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=80K,05-30-2025,N,app,
25.0,Private,Masters,14.00,Separated,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,10/12/24,Y,crm,
,Private,Assoc-voc,11.00,Widowed,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,09-21-2023,Y,batch,
28.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,16.0,United-States,>80K,12-24-2025,nan,web,
19.0,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,10.0,United-States,<=80K,29/08/25,Y,web,
30.0,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1977.0,40.0,China,>80K,nan,Y,web,
37.0,Private,Under Graduate,nan,Married-civ-spouse,Farming-fishing,Husband,nan,Male,0.0,0.0,35.0,Mexico,<=80K,05-23-2025,N,batch,
56.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,nan,White,Male,0.0,0.0,45.0,United-States,>80K,nan,N,web,
46.0,Self-emp-not-inc,nan,14.00,Married-civ-spouse,Craft-repair,nan,White,Male,0.0,0.0,50.0,United-States,>80K,nan,Y,batch,
19.0,Federal-gov,Under Graduate,8,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30.0,United-States,<=80K,15/04/25,Y,web,
47.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,02/09/25,nan,batch,
52.0,Private,nan,11,Separated,Exec-managerial,Unmarried,Black,Female,0.0,0.0,60.0,United-States,<=80K,12/02/25,N,crm,
33.0,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,nan,White,Male,0.0,0.0,,United-States,<=80K,16/04/24,nan,crm,
29.0,Unknown,Under Graduate,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,,United-States,<=80K,11/10/25,N,app,
23.0,Private,Some-college,10,Never-married,Exec-managerial,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,22/02/25,nan,app,
43.0,Private,Under Graduate,3,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=80K,02/10/24,nan,batch,
76.0,Private,Under Graduate,5,nan,Protective-serv,Husband,White,Male,0.0,0.0,13.0,nan,<=80K,18/03/26,Y,web,
23.0,State-gov,Assoc-voc,11.00,Never-married,Tech-support,Not-in-family,White,Female,,0.0,40.0,United-States,<=80K,01-23-2024,nan,crm,
38.0,Self-emp-not-inc,Under Graduate,3,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,09-17-2023,N,crm,
48.0,Local-gov,nan,14,Married-civ-spouse,nan,nan,White,Male,0.0,0.0,40.0,nan,>80K,10/12/24,nan,crm,
56.0,Private,nan,10,Divorced,Transport-moving,Not-in-family,White,Male,,0.0,40.0,United-States,>80K,04/03/24,N,app,
,Private,Under Graduate,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,,Mexico,<=80K,21/06/25,Y,crm,
42.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,,United-States,<=80K,05-15-2025,nan,app,
59.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,nan,Y,batch,
52.0,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,nan,Other,Male,0.0,0.0,49.0,Mexico,<=80K,28/12/25,Y,batch,
17.0,Private,Under Graduate,8.00,Never-married,nan,Own-child,White,Female,,0.0,15.0,United-States,<=80K,31/05/24,Y,web,
50.0,Self-emp-not-inc,HS-grad,nan,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,09/12/25,Y,crm,
55.0,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0.0,0.0,30.0,United-States,<=80K,25/12/24,Y,batch,
27.0,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,25.0,United-States,<=80K,10/10/23,Y,crm,
55.0,Private,nan,11,Married-civ-spouse,Machine-op-inspct,nan,White,Male,0.0,0.0,45.0,United-States,<=80K,23/08/24,nan,batch,
53.0,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,05/11/24,N,batch,
44.0,State-gov,nan,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,nan,19/09/24,N,batch,
48.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,35.0,United-States,>80K,10/02/26,Y,batch,
26.0,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,,United-States,<=80K,07/03/26,N,app,
30.0,Private,Under Graduate,4,Separated,Farming-fishing,Not-in-family,White,Male,,0.0,,Mexico,<=80K,04/11/24,nan,app,
26.0,Unknown,Some-college,10.00,Married-civ-spouse,Other-service,nan,White,Male,0.0,0.0,40.0,United-States,<=80K,06/07/24,nan,web,
